Country,Year,Value,Resource,Metric
Kuwait,2003.0,2371.263863013699,Oil,Production
Oman,2003.0,819.5090410958906,Oil,Production
Qatar,2003.0,947.3885863703218,Oil,Production
Saudi Arabia,2003.0,9628.159976346155,Oil,Production
Syria,2003.0,652.0000000000001,Oil,Production
United Arab Emirates,2003.0,2722.4890000000005,Oil,Production
Yemen,2003.0,450.5455287671232,Oil,Production
Other Middle East,2003.0,48.09783561643837,Oil,Production
Total Middle East,2003.0,23067.060406949353,Oil,Production
Algeria,2003.0,1826.281424657534,Oil,Production
Angola,2003.0,869.5630685,Oil,Production
Chad,2003.0,23.561643835616437,Oil,Production
Republic of Congo ,2003.0,217.0,Oil,Production
Egypt,2003.0,749.521095890411,Oil,Production
Equatorial Guinea,2003.0,266.0,Oil,Production
Gabon,2003.0,273.99999999999994,Oil,Production
Libya,2003.0,1485.0,Oil,Production
Nigeria,2003.0,2298.7848616438355,Oil,Production
South Sudan,2003.0,0.0,Oil,Production
Sudan,2003.0,262.13031506849313,Oil,Production
Tunisia,2003.0,66.78712328767124,Oil,Production
Other Africa,2003.0,140.25748493150687,Oil,Production
Total Africa,2003.0,8478.887017815068,Oil,Production
Australia,2003.0,654.8500842159901,Oil,Production
Brunei,2003.0,213.99999999999997,Oil,Production
China,2003.0,3405.638493150685,Oil,Production
India,2003.0,761.240493150685,Oil,Production
Indonesia,2003.0,1175.5510876712328,Oil,Production
Malaysia,2003.0,760.7773253981211,Oil,Production
Thailand,2003.0,254.72778794520545,Oil,Production
Vietnam,2003.0,370.13150684931503,Oil,Production
Other Asia Pacific,2003.0,192.132877863749,Oil,Production
Total Asia Pacific,2003.0,7789.049656244984,Oil,Production
Total World,2003.0,77171.19061082228,Oil,Production
of which: OECD,2003.0,21762.78672276993,Oil,Production
                 Non-OECD,2003.0,55408.40388805236,Oil,Production
                 OPEC,2003.0,29385.147188524235,Oil,Production
                 Non-OPEC ,2003.0,47786.043422298055,Oil,Production
                 European Union #,2003.0,890.1893355342465,Oil,Production
Canada,2004.0,3079.8814459372807,Oil,Production
Mexico,2004.0,3830.180579234973,Oil,Production
US,2004.0,7250.243956284154,Oil,Production
Total North America,2004.0,14160.305981456408,Oil,Production
Argentina,2004.0,873.9009748919848,Oil,Production
Brazil,2004.0,1542.8,Oil,Production
Colombia,2004.0,528.29,Oil,Production
Ecuador,2004.0,528.0000000000001,Oil,Production
Guyana,2004.0,0.0,Oil,Production
Peru,2004.0,93.32521584699452,Oil,Production
Trinidad & Tobago,2004.0,152.09471584699455,Oil,Production
Venezuela,2004.0,3305.899817543589,Oil,Production
Other S. & Cent. America,2004.0,143.4053191324843,Oil,Production
Total S. & Cent. America,2004.0,7167.716043262048,Oil,Production
Denmark,2004.0,389.99999999999994,Oil,Production
Italy,2004.0,112.66525860655736,Oil,Production
Norway,2004.0,3205.0757637337,Oil,Production
Romania,2004.0,119.77710382513659,Oil,Production
United Kingdom,2004.0,2059.272222404372,Oil,Production
Other Europe,2004.0,429.3604942076503,Oil,Production
Total Europe,2004.0,6316.150842777416,Oil,Production
Azerbaijan,2004.0,308.6536885245902,Oil,Production
Kazakhstan,2004.0,1247.8088743169399,Oil,Production
Russian Federation,2004.0,9335.081578797815,Oil,Production
Turkmenistan,2004.0,186.0109289617486,Oil,Production
Uzbekistan,2004.0,139.22112021857924,Oil,Production
Other CIS,2004.0,37.83633879781421,Oil,Production
Total CIS,2004.0,11254.612529617485,Oil,Production
Iran,2004.0,4215.802732617486,Oil,Production
Iraq,2004.0,2029.9999999999998,Oil,Production
Kuwait,2004.0,2520.2198360655743,Oil,Production
Oman,2004.0,779.7396174863387,Oil,Production
Qatar,2004.0,1078.561561438105,Oil,Production
Saudi Arabia,2004.0,10305.911224365384,Oil,Production
Syria,2004.0,487.0,Oil,Production
United Arab Emirates,2004.0,2821.5799999999995,Oil,Production
Yemen,2004.0,423.69273879781434,Oil,Production
Other Middle East,2004.0,48.45393715846994,Oil,Production
Total Middle East,2004.0,24710.961647929173,Oil,Production
Algeria,2004.0,1920.6624590163935,Oil,Production
Angola,2004.0,1106.4412076502729,Oil,Production
Chad,2004.0,167.75956284153008,Oil,Production
Republic of Congo ,2004.0,225.0,Oil,Production
Egypt,2004.0,701.0573333333335,Oil,Production
Equatorial Guinea,2004.0,351.0,Oil,Production
Gabon,2004.0,273.0,Oil,Production
Libya,2004.0,1622.2551010000002,Oil,Production
Nigeria,2004.0,2486.5524644808743,Oil,Production
South Sudan,2004.0,0.0,Oil,Production
Sudan,2004.0,291.13726724043715,Oil,Production
Tunisia,2004.0,70.23953551912568,Oil,Production
Other Africa,2004.0,172.67150819672128,Oil,Production
Total Africa,2004.0,9387.776439278688,Oil,Production
Australia,2004.0,574.0345097475904,Oil,Production
Brunei,2004.0,210.4441613475034,Oil,Production
China,2004.0,3485.775491803279,Oil,Production
India,2004.0,777.0219398907105,Oil,Production
Indonesia,2004.0,1129.709463387978,Oil,Production
Malaysia,2004.0,776.9517063033942,Oil,Production
Thailand,2004.0,251.17564262295085,Oil,Production
Vietnam,2004.0,416.9076502732241,Oil,Production
Other Asia Pacific,2004.0,233.78521270920368,Oil,Production
Total Asia Pacific,2004.0,7855.805778085834,Oil,Production
Total World,2004.0,80853.32926240705,Oil,Production
of which: OECD,2004.0,21365.364888647237,Oil,Production
                 Non-OECD,2004.0,59487.9643737598,Oil,Production
                 OPEC,2004.0,32077.883635089296,Oil,Production
                 Non-OPEC ,2004.0,48775.445627317735,Oil,Production
                 European Union #,2004.0,891.235899535519,Oil,Production
Canada,2005.0,3040.896027523204,Oil,Production
Mexico,2005.0,3765.6210493150684,Oil,Production
US,2005.0,6900.783643835616,Oil,Production
Total North America,2005.0,13707.30072067389,Oil,Production
Argentina,2005.0,842.4784147685345,Oil,Production
Brazil,2005.0,1705.5758605061599,Oil,Production
Colombia,2005.0,526.1618191780822,Oil,Production
Ecuador,2005.0,534.0,Oil,Production
Guyana,2005.0,0.0,Oil,Production
Peru,2005.0,112.4360301369863,Oil,Production
Trinidad & Tobago,2005.0,171.51968219178084,Oil,Production
Venezuela,2005.0,3302.107675342466,Oil,Production
Other S. & Cent. America,2005.0,143.09826170635398,Oil,Production
Total S. & Cent. America,2005.0,7337.377743830365,Oil,Production
Denmark,2005.0,379.97549780821925,Oil,Production
Italy,2005.0,126.77440688493151,Oil,Production
Norway,2005.0,2983.400436704717,Oil,Production
Romania,2005.0,114.35575342465752,Oil,Production
United Kingdom,2005.0,1837.7749841095888,Oil,Production
Other Europe,2005.0,408.4121988547945,Oil,Production
Total Europe,2005.0,5850.69327778691,Oil,Production
Azerbaijan,2005.0,444.91860273972605,Oil,Production
Kazakhstan,2005.0,1294.3286712328768,Oil,Production
Russian Federation,2005.0,9597.655158283103,Oil,Production
Turkmenistan,2005.0,197.30958904109588,Oil,Production
Uzbekistan,2005.0,114.75816438356165,Oil,Production
Other CIS,2005.0,37.678,Oil,Production
Total CIS,2005.0,11686.648185680364,Oil,Production
Iran,2005.0,4217.46547939726,Oil,Production
Iraq,2005.0,1832.9999999999998,Oil,Production
Kuwait,2005.0,2669.244630136987,Oil,Production
Oman,2005.0,774.2890410958902,Oil,Production
Qatar,2005.0,1147.9465141749,Oil,Production
Saudi Arabia,2005.0,10838.581395211539,Oil,Production
Syria,2005.0,447.99999999999994,Oil,Production
United Arab Emirates,2005.0,2945.4629999999997,Oil,Production
Yemen,2005.0,420.76108082191774,Oil,Production
Other Middle East,2005.0,185.05381369863017,Oil,Production
Total Middle East,2005.0,25479.804954537125,Oil,Production
Algeria,2005.0,1989.9317424657534,Oil,Production
Angola,2005.0,1269.0225753424659,Oil,Production
Chad,2005.0,173.4246575342466,Oil,Production
Republic of Congo ,2005.0,246.77609999999993,Oil,Production
Egypt,2005.0,671.8405479452056,Oil,Production
Equatorial Guinea,2005.0,380.1807,Oil,Production
Gabon,2005.0,270.3301,Oil,Production
Libya,2005.0,1744.6869999999997,Oil,Production
Nigeria,2005.0,2481.9864315068503,Oil,Production
South Sudan,2005.0,0.0,Oil,Production
Sudan,2005.0,293.6804144109589,Oil,Production
Tunisia,2005.0,71.67501369863014,Oil,Production
Other Africa,2005.0,177.19656856985,Oil,Production
Total Africa,2005.0,9770.73185147396,Oil,Production
Australia,2005.0,569.8146692847342,Oil,Production
Brunei,2005.0,206.02412536769694,Oil,Production
China,2005.0,3641.963717808219,Oil,Production
India,2005.0,755.1152054794524,Oil,Production
Indonesia,2005.0,1095.6871232876713,Oil,Production
Malaysia,2005.0,741.5418125647458,Oil,Production
Thailand,2005.0,309.56703178082194,Oil,Production
Vietnam,2005.0,387.21260273972604,Oil,Production
Other Asia Pacific,2005.0,284.1832666626708,Oil,Production
Total Asia Pacific,2005.0,7991.109554975737,Oil,Production
Total World,2005.0,81823.6662889583,Oil,Production
of which: OECD,2005.0,20445.009802026394,Oil,Production
                 Non-OECD,2005.0,61378.65648693193,Oil,Production
                 OPEC,2005.0,32919.754254060856,Oil,Production
                 Non-OPEC ,2005.0,48903.9120348975,Oil,Production
                 European Union #,2005.0,867.213958830137,Oil,Production
Canada,2006.0,3208.3842098349187,Oil,Production
Mexico,2006.0,3689.1257315068483,Oil,Production
US,2006.0,6824.858520547946,Oil,Production
Total North America,2006.0,13722.368461889713,Oil,Production
Argentina,2006.0,848.5186626027801,Oil,Production
Brazil,2006.0,1806.1294129223854,Oil,Production
Colombia,2006.0,527.4087260273973,Oil,Production
Ecuador,2006.0,537.6796174520548,Oil,Production
Guyana,2006.0,0.0,Oil,Production
Peru,2006.0,117.68326301369864,Oil,Production
Trinidad & Tobago,2006.0,174.2749205479452,Oil,Production
Venezuela,2006.0,3339.685410958904,Oil,Production
Other S. & Cent. America,2006.0,138.68651091975522,Oil,Production
Total S. & Cent. America,2006.0,7490.066524444919,Oil,Production
Denmark,2006.0,345.53852986301376,Oil,Production
Italy,2006.0,119.93932138630134,Oil,Production
Norway,2006.0,2790.461577775685,Oil,Production
Romania,2006.0,105.24841095890412,Oil,Production
United Kingdom,2006.0,1661.6289865753427,Oil,Production
Other Europe,2006.0,397.7766863835617,Oil,Production
Total Europe,2006.0,5420.593512942809,Oil,Production
Azerbaijan,2006.0,646.1666849315069,Oil,Production
Kazakhstan,2006.0,1367.8913671232879,Oil,Production
Russian Federation,2006.0,9833.509728783783,Oil,Production
Turkmenistan,2006.0,202.50958904109586,Oil,Production
Uzbekistan,2006.0,114.71767123287671,Oil,Production
Other CIS,2006.0,37.492000000000004,Oil,Production
Total CIS,2006.0,12202.287041112551,Oil,Production
Iran,2006.0,4291.0080823013695,Oil,Production
Iraq,2006.0,1999.0000000000002,Oil,Production
Kuwait,2006.0,2739.5207671232884,Oil,Production
Oman,2006.0,737.6501369863015,Oil,Production
Qatar,2006.0,1237.8173809106327,Oil,Production
Saudi Arabia,2006.0,10670.78169919231,Oil,Production
Syria,2006.0,421.00000000000006,Oil,Production
United Arab Emirates,2006.0,3134.5119999999997,Oil,Production
Yemen,2006.0,386.58612328767117,Oil,Production
Other Middle East,2006.0,182.21630136986303,Oil,Production
Total Middle East,2006.0,25800.092491171436,Oil,Production
Algeria,2006.0,1979.4994520547948,Oil,Production
Angola,2006.0,1401.4402849315068,Oil,Production
Chad,2006.0,153.15068493150685,Oil,Production
Republic of Congo ,2006.0,278.43399999999997,Oil,Production
Egypt,2006.0,678.6744103013699,Oil,Production
Equatorial Guinea,2006.0,364.2961726027397,Oil,Production
Gabon,2006.0,241.94009999999997,Oil,Production
Libya,2006.0,1793.0958904109589,Oil,Production
Nigeria,2006.0,2371.120578082192,Oil,Production
South Sudan,2006.0,0.0,Oil,Production
Sudan,2006.0,356.16085090410957,Oil,Production
Tunisia,2006.0,68.72542465753425,Oil,Production
Other Africa,2006.0,227.04393187474295,Oil,Production
Total Africa,2006.0,9913.581780751454,Oil,Production
Australia,2006.0,523.5634771027369,Oil,Production
Brunei,2006.0,220.74891351974225,Oil,Production
China,2006.0,3710.500221917808,Oil,Production
India,2006.0,777.6609315068495,Oil,Production
Indonesia,2006.0,1017.7585671561644,Oil,Production
Malaysia,2006.0,696.7960389320114,Oil,Production
Thailand,2006.0,336.04024,Oil,Production
Vietnam,2006.0,351.5671232876713,Oil,Production
Other Asia Pacific,2006.0,303.65287383957195,Oil,Production
Total Asia Pacific,2006.0,7938.288387262555,Oil,Production
Total World,2006.0,82487.27819957543,Oil,Production
of which: OECD,2006.0,19987.735696913274,Oil,Production
                 Non-OECD,2006.0,62499.54250266215,Oil,Production
                 OPEC,2006.0,33202.894152726556,Oil,Production
                 Non-OPEC ,2006.0,49284.38404684889,Oil,Production
                 European Union #,2006.0,803.0362898520548,Oil,Production
Canada,2007.0,3290.1896606930136,Oil,Production
Mexico,2007.0,3478.5305315068495,Oil,Production
US,2007.0,6856.691780821916,Oil,Production
Total North America,2007.0,13625.411973021779,Oil,Production
Argentina,2007.0,813.929680783232,Oil,Production
Brazil,2007.0,1831.0531480305667,Oil,Production
Colombia,2007.0,531.0939232876711,Oil,Production
Ecuador,2007.0,513.0880745205479,Oil,Production
Guyana,2007.0,0.0,Oil,Production
Peru,2007.0,116.53927945205481,Oil,Production
Trinidad & Tobago,2007.0,155.16766027397261,Oil,Production
Venezuela,2007.0,3237.07061643836,Oil,Production
Other S. & Cent. America,2007.0,148.37747995239118,Oil,Production
Total S. & Cent. America,2007.0,7346.319862738796,Oil,Production
Denmark,2007.0,311.2730931780822,Oil,Production
Italy,2007.0,121.55539308797259,Oil,Production
Norway,2007.0,2574.9752982421883,Oil,Production
Romania,2007.0,99.90471232876712,Oil,Production
United Kingdom,2007.0,1654.6530252054793,Oil,Production
Other Europe,2007.0,396.50210515643295,Oil,Production
Total Europe,2007.0,5158.863627198923,Oil,Production
Azerbaijan,2007.0,857.247506849315,Oil,Production
Kazakhstan,2007.0,1413.2783808219178,Oil,Production
Russian Federation,2007.0,10057.140786589716,Oil,Production
Turkmenistan,2007.0,208.34520547945206,Oil,Production
Uzbekistan,2007.0,109.31186301369864,Oil,Production
Other CIS,2007.0,37.087999999999994,Oil,Production
Total CIS,2007.0,12682.4117427541,Oil,Production
Iran,2007.0,4355.962602863014,Oil,Production
Iraq,2007.0,2143.2117999999996,Oil,Production
Kuwait,2007.0,2667.001565557732,Oil,Production
Oman,2007.0,710.3931506849315,Oil,Production
Qatar,2007.0,1262.7368453329677,Oil,Production
Saudi Arabia,2007.0,10268.753060192306,Oil,Production
Syria,2007.0,404.00000000000006,Oil,Production
United Arab Emirates,2007.0,3094.2950000000005,Oil,Production
Yemen,2007.0,340.79640547945206,Oil,Production
Other Middle East,2007.0,193.93337260273972,Oil,Production
Total Middle East,2007.0,25441.083802713147,Oil,Production
Algeria,2007.0,1992.2731506849316,Oil,Production
Angola,2007.0,1655.9906047916097,Oil,Production
Chad,2007.0,143.56164383561645,Oil,Production
Republic of Congo ,2007.0,223.92850000000004,Oil,Production
Egypt,2007.0,698.4374866704946,Oil,Production
Equatorial Guinea,2007.0,373.59771506849313,Oil,Production
Gabon,2007.0,245.55580000000003,Oil,Production
Libya,2007.0,1837.1643835616433,Oil,Production
Nigeria,2007.0,2205.199787671233,Oil,Production
South Sudan,2007.0,0.0,Oil,Production
Sudan,2007.0,483.11566027397265,Oil,Production
Tunisia,2007.0,95.77736986301372,Oil,Production
Other Africa,2007.0,191.11831571944336,Oil,Production
Total Africa,2007.0,10145.720418140452,Oil,Production
Australia,2007.0,551.8027957693157,Oil,Production
Brunei,2007.0,194.212346312439,Oil,Production
China,2007.0,3741.677824657535,Oil,Production
India,2007.0,785.7130410958905,Oil,Production
Indonesia,2007.0,971.7537349041097,Oil,Production
Malaysia,2007.0,725.4702699891658,Oil,Production
Thailand,2007.0,353.74891068493156,Oil,Production
Vietnam,2007.0,331.6920547945206,Oil,Production
Other Asia Pacific,2007.0,318.8905630236707,Oil,Production
Total Asia Pacific,2007.0,7974.96154123158,Oil,Production
Total World,2007.0,82374.77296779877,Oil,Production
of which: OECD,2007.0,19695.048206266343,Oil,Production
                 Non-OECD,2007.0,62679.72476153243,Oil,Production
                 OPEC,2007.0,32644.013982037715,Oil,Production
                 Non-OPEC ,2007.0,49730.75898576104,Oil,Production
                 European Union #,2007.0,763.2176788471452,Oil,Production
Canada,2008.0,3207.035297559538,Oil,Production
Mexico,2008.0,3165.3276366120217,Oil,Production
US,2008.0,6783.354060109291,Oil,Production
Total North America,2008.0,13155.71699428085,Oil,Production
Argentina,2008.0,802.3307686483028,Oil,Production
Brazil,2008.0,1897.158904094297,Oil,Production
Colombia,2008.0,587.6582704918034,Oil,Production
Ecuador,2008.0,506.71857923497265,Oil,Production
Guyana,2008.0,0.0,Oil,Production
Peru,2008.0,122.12508469945355,Oil,Production
Trinidad & Tobago,2008.0,149.0316256830601,Oil,Production
Venezuela,2008.0,3228.17469945355,Oil,Production
Other S. & Cent. America,2008.0,143.11064987504383,Oil,Production
Total S. & Cent. America,2008.0,7436.3085821804825,Oil,Production
Denmark,2008.0,287.2285459836066,Oil,Production
Italy,2008.0,108.47056392419674,Oil,Production
Norway,2008.0,2496.125709031161,Oil,Production
Romania,2008.0,98.80770491803278,Oil,Production
United Kingdom,2008.0,1554.3623972677597,Oil,Production
Other Europe,2008.0,378.68619011473993,Oil,Production
Total Europe,2008.0,4923.681111239498,Oil,Production
Azerbaijan,2008.0,896.195081967213,Oil,Production
Kazakhstan,2008.0,1483.4672295081969,Oil,Production
Russian Federation,2008.0,9964.512396016227,Oil,Production
Turkmenistan,2008.0,215.33879781420768,Oil,Production
Uzbekistan,2008.0,104.89065573770492,Oil,Production
Other CIS,2008.0,36.635628415300545,Oil,Production
Total CIS,2008.0,12701.03978945885,Oil,Production
Iran,2008.0,4414.978141972677,Oil,Production
Iraq,2008.0,2428.0000000000005,Oil,Production
Kuwait,2008.0,2791.1317759562853,Oil,Production
Oman,2008.0,756.75,Oil,Production
Qatar,2008.0,1432.3583333333333,Oil,Production
Saudi Arabia,2008.0,10664.794411923078,Oil,Production
Syria,2008.0,406.0,Oil,Production
United Arab Emirates,2008.0,3113.0940000000005,Oil,Production
Yemen,2008.0,315.7533726775956,Oil,Production
Other Middle East,2008.0,192.6038743169399,Oil,Production
Total Middle East,2008.0,26515.463910179908,Oil,Production
Algeria,2008.0,1950.9804455693989,Oil,Production
Angola,2008.0,1876.3228850133194,Oil,Production
Chad,2008.0,127.04918032786885,Oil,Production
Republic of Congo ,2008.0,236.73599999999996,Oil,Production
Egypt,2008.0,715.3029678348222,Oil,Production
Equatorial Guinea,2008.0,369.1146256830601,Oil,Production
Gabon,2008.0,239.5736,Oil,Production
Libya,2008.0,1807.4453551912572,Oil,Production
Nigeria,2008.0,2170.569213114754,Oil,Production
South Sudan,2008.0,0.0,Oil,Production
Sudan,2008.0,456.9514590163934,Oil,Production
Tunisia,2008.0,87.27939890710383,Oil,Production
Other Africa,2008.0,183.72795081967215,Oil,Production
Total Africa,2008.0,10221.053081477648,Oil,Production
Australia,2008.0,545.4122125304176,Oil,Production
Brunei,2008.0,174.79565293072002,Oil,Production
China,2008.0,3813.9952677595625,Oil,Production
India,2008.0,818.1031420765028,Oil,Production
Indonesia,2008.0,1005.638499453552,Oil,Production
Malaysia,2008.0,727.170165923663,Oil,Production
Thailand,2008.0,370.8114087431694,Oil,Production
Vietnam,2008.0,309.57814207650273,Oil,Production
Other Asia Pacific,2008.0,340.1696464284466,Oil,Production
Total Asia Pacific,2008.0,8105.674137922537,Oil,Production
Total World,2008.0,83058.93760673975,Oil,Production
of which: OECD,2008.0,19058.74102551557,Oil,Production
                 Non-OECD,2008.0,64000.196581224205,Oil,Production
                 OPEC,2008.0,33414.59226886406,Oil,Production
                 Non-OPEC ,2008.0,49644.345337875704,Oil,Production
                 European Union #,2008.0,709.916964749319,Oil,Production
Canada,2009.0,3202.39768859543,Oil,Production
Mexico,2009.0,2978.4949452054793,Oil,Production
US,2009.0,7266.706958904109,Oil,Production
Total North America,2009.0,13447.599592705017,Oil,Production
Argentina,2009.0,729.6948540188964,Oil,Production
Brazil,2009.0,2029.027559836249,Oil,Production
Colombia,2009.0,670.6032356164384,Oil,Production
Ecuador,2009.0,488.0657534246576,Oil,Production
Guyana,2009.0,0.0,Oil,Production
Peru,2009.0,155.44784109589042,Oil,Production
Trinidad & Tobago,2009.0,150.31484383561647,Oil,Production
Venezuela,2009.0,3037.8359178082205,Oil,Production
Other S. & Cent. America,2009.0,135.67441847758676,Oil,Production
Total S. & Cent. America,2009.0,7396.6644241135555,Oil,Production
Denmark,2009.0,264.7752142191781,Oil,Production
Italy,2009.0,94.87955085136988,Oil,Production
Norway,2009.0,2374.6758442953296,Oil,Production
Romania,2009.0,93.80290410958904,Oil,Production
United Kingdom,2009.0,1473.8782761643834,Oil,Production
Other Europe,2009.0,357.6174014864486,Oil,Production
Total Europe,2009.0,4659.629191126297,Oil,Production
Azerbaijan,2009.0,1015.935287671233,Oil,Production
Kazakhstan,2009.0,1609.105495890411,Oil,Production
Russian Federation,2009.0,10152.26043938791,Oil,Production
Turkmenistan,2009.0,221.28767123287673,Oil,Production
Uzbekistan,2009.0,94.61319520547946,Oil,Production
Other CIS,2009.0,36.47,Oil,Production
Total CIS,2009.0,13129.67208938791,Oil,Production
Iran,2009.0,4284.864602739725,Oil,Production
Iraq,2009.0,2445.6051506849317,Oil,Production
Kuwait,2009.0,2502.3670140547943,Oil,Production
Oman,2009.0,812.5202739726026,Oil,Production
Qatar,2009.0,1415.4070054794522,Oil,Production
Saudi Arabia,2009.0,9708.903106538464,Oil,Production
Syria,2009.0,401.0,Oil,Production
United Arab Emirates,2009.0,2783.414,Oil,Production
Yemen,2009.0,308.0605671232877,Oil,Production
Other Middle East,2009.0,192.14731506849313,Oil,Production
Total Middle East,2009.0,24854.289035661754,Oil,Production
Algeria,2009.0,1774.8567945205482,Oil,Production
Angola,2009.0,1753.8328767123287,Oil,Production
Chad,2009.0,117.8082191780822,Oil,Production
Republic of Congo ,2009.0,276.08790000000005,Oil,Production
Egypt,2009.0,729.9892871790667,Oil,Production
Equatorial Guinea,2009.0,332.05478630136986,Oil,Production
Gabon,2009.0,241.0003,Oil,Production
Libya,2009.0,1672.3972618730936,Oil,Production
Nigeria,2009.0,2209.1286027397255,Oil,Production
South Sudan,2009.0,0.0,Oil,Production
Sudan,2009.0,475.21246301369854,Oil,Production
Tunisia,2009.0,82.46208219178084,Oil,Production
Other Africa,2009.0,181.4773760273973,Oil,Production
Total Africa,2009.0,9846.307949737093,Oil,Production
Australia,2009.0,541.9796496683417,Oil,Production
Brunei,2009.0,168.35633475963274,Oil,Production
China,2009.0,3805.374520547945,Oil,Production
India,2009.0,836.9456164383562,Oil,Production
Indonesia,2009.0,994.2706400000001,Oil,Production
Malaysia,2009.0,688.0246174980334,Oil,Production
Thailand,2009.0,385.2718416438356,Oil,Production
Vietnam,2009.0,339.88164383561644,Oil,Production
Other Asia Pacific,2009.0,329.86555258533576,Oil,Production
Total Asia Pacific,2009.0,8089.970416977097,Oil,Production
Total World,2009.0,81424.13269970875,Oil,Production
of which: OECD,2009.0,19177.86990822653,Oil,Production
                 Non-OECD,2009.0,62246.2627914822,Oil,Production
                 OPEC,2009.0,31268.515437260874,Oil,Production
                 Non-OPEC ,2009.0,50155.617262447835,Oil,Production
                 European Union #,2009.0,650.4498232693252,Oil,Production
Canada,2010.0,3332.079800247055,Oil,Production
Mexico,2010.0,2959.3665589041093,Oil,Production
US,2010.0,7558.503109589041,Oil,Production
Total North America,2010.0,13849.949468740206,Oil,Production
Argentina,2010.0,711.8400912340686,Oil,Production
Brazil,2010.0,2136.881737027661,Oil,Production
Colombia,2010.0,785.8645999999999,Oil,Production
Ecuador,2010.0,488.0870101369863,Oil,Production
Guyana,2010.0,0.0,Oil,Production
Peru,2010.0,165.21140000000003,Oil,Production
Trinidad & Tobago,2010.0,145.36759726027398,Oil,Production
Venezuela,2010.0,2841.57202739726,Oil,Production
Other S. & Cent. America,2010.0,144.24780377704982,Oil,Production
Total S. & Cent. America,2010.0,7419.0722668333,Oil,Production
Denmark,2010.0,249.45960065753422,Oil,Production
Italy,2010.0,105.93120441917806,Oil,Production
Norway,2010.0,2158.6505882943393,Oil,Production
Romania,2010.0,89.53994520547946,Oil,Production
United Kingdom,2010.0,1358.159949589041,Oil,Production
Other Europe,2010.0,341.9155375443213,Oil,Production
Total Europe,2010.0,4303.6568257098925,Oil,Production
Azerbaijan,2010.0,1024.942821917808,Oil,Production
Kazakhstan,2010.0,1675.590095890411,Oil,Production
Russian Federation,2010.0,10378.619940085853,Oil,Production
Turkmenistan,2010.0,226.48767123287672,Oil,Production
Uzbekistan,2010.0,86.55836698630137,Oil,Production
Other CIS,2010.0,36.199999999999996,Oil,Production
Total CIS,2010.0,13428.39889611325,Oil,Production
Iran,2010.0,4420.620479452055,Oil,Production
Iraq,2010.0,2468.876616438357,Oil,Production
Kuwait,2010.0,2564.212054986301,Oil,Production
Oman,2010.0,864.5882191780822,Oil,Production
Qatar,2010.0,1630.2381452054794,Oil,Production
Saudi Arabia,2010.0,9864.826756854585,Oil,Production
Syria,2010.0,384.99999999999994,Oil,Production
United Arab Emirates,2010.0,2914.6360000000004,Oil,Production
Yemen,2010.0,306.4592835616438,Oil,Production
Other Middle East,2010.0,192.26849863013697,Oil,Production
Total Middle East,2010.0,25611.726054306644,Oil,Production
Algeria,2010.0,1689.154,Oil,Production
Angola,2010.0,1812.3182327412242,Oil,Production
Chad,2010.0,121.91780821917806,Oil,Production
Republic of Congo ,2010.0,313.8935,Oil,Production
Egypt,2010.0,724.6610778443114,Oil,Production
Equatorial Guinea,2010.0,306.10959452054794,Oil,Production
Gabon,2010.0,233.19500000000002,Oil,Production
Libya,2010.0,1736.780823736656,Oil,Production
Nigeria,2010.0,2530.7107013698633,Oil,Production
South Sudan,2010.0,0.0,Oil,Production
Sudan,2010.0,462.07089589041095,Oil,Production
Tunisia,2010.0,81.56726901369863,Oil,Production
Other Africa,2010.0,148.81200547945207,Oil,Production
Total Africa,2010.0,10161.19090881534,Oil,Production
Australia,2010.0,549.7846803524953,Oil,Production
Brunei,2010.0,172.18830614220545,Oil,Production
China,2010.0,4076.966082191781,Oil,Production
India,2010.0,901.3979210958905,Oil,Production
Indonesia,2010.0,1003.0175857534247,Oil,Production
Malaysia,2010.0,732.6525415930779,Oil,Production
Thailand,2010.0,393.3661780821918,Oil,Production
Vietnam,2010.0,312.0843835616439,Oil,Production
Other Asia Pacific,2010.0,314.9093089335653,Oil,Production
Total Asia Pacific,2010.0,8456.366987706275,Oil,Production
Total World,2010.0,83230.3614082249,Oil,Production
of which: OECD,2010.0,19356.90801596369,Oil,Production
                 Non-OECD,2010.0,63873.45339226122,Oil,Production
                 OPEC,2010.0,31884.587554755628,Oil,Production
                 Non-OPEC ,2010.0,51345.773853469305,Oil,Production
                 European Union #,2010.0,625.6403795799376,Oil,Production
Canada,2011.0,3514.8220660394704,Oil,Production
Mexico,2011.0,2940.3132657534247,Oil,Production
US,2011.0,7890.3165890410955,Oil,Production
Total North America,2011.0,14345.451920833992,Oil,Production
Argentina,2011.0,667.2363986274495,Oil,Production
Brazil,2011.0,2178.7574473274094,Oil,Production
Colombia,2011.0,915.2647150684932,Oil,Production
Ecuador,2011.0,500.60800101369864,Oil,Production
Guyana,2011.0,0.0,Oil,Production
Peru,2011.0,158.50658630136988,Oil,Production
Trinidad & Tobago,2011.0,135.87128767123286,Oil,Production
Venezuela,2011.0,2755.02108219178,Oil,Production
Other S. & Cent. America,2011.0,144.32521929541292,Oil,Production
Total S. & Cent. America,2011.0,7455.590737496845,Oil,Production
Denmark,2011.0,224.507517260274,Oil,Production
Italy,2011.0,110.14006960958902,Oil,Production
Norway,2011.0,2058.2171650078253,Oil,Production
