Country Code,Year,Variable,Value
TTO,2020.0,v2x_libdem,0.632
TTO,2021.0,v2x_libdem,0.642
TTO,2022.0,v2x_libdem,0.627
TTO,2023.0,v2x_libdem,0.627
TTO,2024.0,v2x_libdem,0.627
TKM,1995.0,v2x_libdem,0.028
TKM,1996.0,v2x_libdem,0.028
TKM,1997.0,v2x_libdem,0.024
TKM,1998.0,v2x_libdem,0.024
TKM,1999.0,v2x_libdem,0.024
TKM,2000.0,v2x_libdem,0.015
TKM,2001.0,v2x_libdem,0.014
TKM,2002.0,v2x_libdem,0.014
TKM,2003.0,v2x_libdem,0.014
TKM,2004.0,v2x_libdem,0.014
TKM,2005.0,v2x_libdem,0.014
TKM,2006.0,v2x_libdem,0.014
TKM,2007.0,v2x_libdem,0.023
TKM,2008.0,v2x_libdem,0.025
TKM,2009.0,v2x_libdem,0.023
TKM,2010.0,v2x_libdem,0.023
TKM,2011.0,v2x_libdem,0.023
TKM,2012.0,v2x_libdem,0.023
TKM,2013.0,v2x_libdem,0.025
TKM,2014.0,v2x_libdem,0.025
TKM,2015.0,v2x_libdem,0.025
TKM,2016.0,v2x_libdem,0.025
TKM,2017.0,v2x_libdem,0.027
TKM,2018.0,v2x_libdem,0.03
TKM,2019.0,v2x_libdem,0.035
TKM,2020.0,v2x_libdem,0.033
TKM,2021.0,v2x_libdem,0.034
TKM,2022.0,v2x_libdem,0.032
TKM,2023.0,v2x_libdem,0.034
TKM,2024.0,v2x_libdem,0.033
PSG,2007.0,v2x_libdem,0.089
PSG,2008.0,v2x_libdem,0.09
PSG,2009.0,v2x_libdem,0.091
PSG,2010.0,v2x_libdem,0.096
PSG,2011.0,v2x_libdem,0.095
PSG,2012.0,v2x_libdem,0.096
PSG,2013.0,v2x_libdem,0.068
PSG,2014.0,v2x_libdem,0.069
PSG,2015.0,v2x_libdem,0.063
PSG,2016.0,v2x_libdem,0.064
PSG,2017.0,v2x_libdem,0.056
PSG,2018.0,v2x_libdem,0.039
PSG,2019.0,v2x_libdem,0.068
PSG,2020.0,v2x_libdem,0.048
PSG,2021.0,v2x_libdem,0.052
PSG,2022.0,v2x_libdem,0.055
PSG,2023.0,v2x_libdem,0.071
PSG,2024.0,v2x_libdem,0.053
SML,1995.0,v2x_libdem,0.129
SML,1996.0,v2x_libdem,0.129
SML,1997.0,v2x_libdem,0.133
SML,1998.0,v2x_libdem,0.139
SML,1999.0,v2x_libdem,0.141
SML,2000.0,v2x_libdem,0.14
SML,2001.0,v2x_libdem,0.143
SML,2002.0,v2x_libdem,0.154
SML,2003.0,v2x_libdem,0.223
SML,2004.0,v2x_libdem,0.233
SML,2005.0,v2x_libdem,0.235
SML,2006.0,v2x_libdem,0.246
SML,2007.0,v2x_libdem,0.245
SML,2008.0,v2x_libdem,0.245
SML,2009.0,v2x_libdem,0.245
SML,2010.0,v2x_libdem,0.255
SML,2011.0,v2x_libdem,0.266
SML,2012.0,v2x_libdem,0.266
SML,2013.0,v2x_libdem,0.248
SML,2014.0,v2x_libdem,0.246
SML,2015.0,v2x_libdem,0.246
SML,2016.0,v2x_libdem,0.252
SML,2017.0,v2x_libdem,0.253
SML,2018.0,v2x_libdem,0.249
SML,2019.0,v2x_libdem,0.246
SML,2020.0,v2x_libdem,0.248
SML,2021.0,v2x_libdem,0.257
SML,2022.0,v2x_libdem,0.255
SML,2023.0,v2x_libdem,0.25
SML,2024.0,v2x_libdem,0.271
UZB,1995.0,v2x_libdem,0.042
UZB,1996.0,v2x_libdem,0.042
UZB,1997.0,v2x_libdem,0.04
UZB,1998.0,v2x_libdem,0.038
UZB,1999.0,v2x_libdem,0.036
UZB,2000.0,v2x_libdem,0.035
UZB,2001.0,v2x_libdem,0.033
UZB,2002.0,v2x_libdem,0.034
UZB,2003.0,v2x_libdem,0.035
UZB,2004.0,v2x_libdem,0.035
UZB,2005.0,v2x_libdem,0.032
UZB,2006.0,v2x_libdem,0.033
UZB,2007.0,v2x_libdem,0.034
UZB,2008.0,v2x_libdem,0.034
UZB,2009.0,v2x_libdem,0.034
UZB,2010.0,v2x_libdem,0.036
UZB,2011.0,v2x_libdem,0.036
UZB,2012.0,v2x_libdem,0.037
UZB,2013.0,v2x_libdem,0.037
UZB,2014.0,v2x_libdem,0.038
UZB,2015.0,v2x_libdem,0.036
UZB,2016.0,v2x_libdem,0.038
UZB,2017.0,v2x_libdem,0.052
UZB,2018.0,v2x_libdem,0.066
UZB,2019.0,v2x_libdem,0.077
UZB,2020.0,v2x_libdem,0.085
UZB,2021.0,v2x_libdem,0.081
UZB,2022.0,v2x_libdem,0.08
UZB,2023.0,v2x_libdem,0.08
UZB,2024.0,v2x_libdem,0.078
AUT,1995.0,v2x_libdem,0.782
AUT,1996.0,v2x_libdem,0.78
AUT,1997.0,v2x_libdem,0.78
AUT,1998.0,v2x_libdem,0.781
AUT,1999.0,v2x_libdem,0.782
AUT,2000.0,v2x_libdem,0.789
AUT,2001.0,v2x_libdem,0.789
AUT,2002.0,v2x_libdem,0.79
AUT,2003.0,v2x_libdem,0.791
AUT,2004.0,v2x_libdem,0.789
AUT,2005.0,v2x_libdem,0.788
AUT,2006.0,v2x_libdem,0.792
AUT,2007.0,v2x_libdem,0.809
AUT,2008.0,v2x_libdem,0.809
AUT,2009.0,v2x_libdem,0.809
AUT,2010.0,v2x_libdem,0.805
AUT,2011.0,v2x_libdem,0.806
AUT,2012.0,v2x_libdem,0.806
AUT,2013.0,v2x_libdem,0.807
AUT,2014.0,v2x_libdem,0.808
AUT,2015.0,v2x_libdem,0.808
AUT,2016.0,v2x_libdem,0.781
AUT,2017.0,v2x_libdem,0.785
AUT,2018.0,v2x_libdem,0.784
AUT,2019.0,v2x_libdem,0.796
AUT,2020.0,v2x_libdem,0.789
AUT,2021.0,v2x_libdem,0.783
AUT,2022.0,v2x_libdem,0.762
AUT,2023.0,v2x_libdem,0.777
AUT,2024.0,v2x_libdem,0.762
BHR,1995.0,v2x_libdem,
BHR,1996.0,v2x_libdem,
BHR,1997.0,v2x_libdem,
BHR,1998.0,v2x_libdem,
BHR,1999.0,v2x_libdem,
BHR,2000.0,v2x_libdem,
BHR,2001.0,v2x_libdem,
BHR,2002.0,v2x_libdem,0.078
BHR,2003.0,v2x_libdem,0.087
BHR,2004.0,v2x_libdem,0.082
BHR,2005.0,v2x_libdem,0.086
BHR,2006.0,v2x_libdem,0.091
BHR,2007.0,v2x_libdem,0.087
BHR,2008.0,v2x_libdem,0.087
BHR,2009.0,v2x_libdem,0.087
BHR,2010.0,v2x_libdem,0.083
BHR,2011.0,v2x_libdem,0.045
BHR,2012.0,v2x_libdem,0.043
BHR,2013.0,v2x_libdem,0.043
BHR,2014.0,v2x_libdem,0.044
BHR,2015.0,v2x_libdem,0.043
BHR,2016.0,v2x_libdem,0.044
BHR,2017.0,v2x_libdem,0.042
BHR,2018.0,v2x_libdem,0.043
BHR,2019.0,v2x_libdem,0.05
BHR,2020.0,v2x_libdem,0.051
BHR,2021.0,v2x_libdem,0.053
BHR,2022.0,v2x_libdem,0.054
BHR,2023.0,v2x_libdem,0.053
BHR,2024.0,v2x_libdem,0.052
BRB,1995.0,v2x_libdem,0.656
BRB,1996.0,v2x_libdem,0.656
BRB,1997.0,v2x_libdem,0.656
BRB,1998.0,v2x_libdem,0.656
BRB,1999.0,v2x_libdem,0.658
BRB,2000.0,v2x_libdem,0.658
BRB,2001.0,v2x_libdem,0.658
BRB,2002.0,v2x_libdem,0.658
BRB,2003.0,v2x_libdem,0.655
BRB,2004.0,v2x_libdem,0.654
BRB,2005.0,v2x_libdem,0.654
BRB,2006.0,v2x_libdem,0.653
BRB,2007.0,v2x_libdem,0.654
BRB,2008.0,v2x_libdem,0.669
BRB,2009.0,v2x_libdem,0.67
BRB,2010.0,v2x_libdem,0.668
BRB,2011.0,v2x_libdem,0.668
BRB,2012.0,v2x_libdem,0.668
BRB,2013.0,v2x_libdem,0.665
BRB,2014.0,v2x_libdem,0.664
BRB,2015.0,v2x_libdem,0.664
BRB,2016.0,v2x_libdem,0.664
BRB,2017.0,v2x_libdem,0.655
BRB,2018.0,v2x_libdem,0.655
BRB,2019.0,v2x_libdem,0.664
BRB,2020.0,v2x_libdem,0.68
BRB,2021.0,v2x_libdem,0.676
BRB,2022.0,v2x_libdem,0.673
BRB,2023.0,v2x_libdem,0.675
BRB,2024.0,v2x_libdem,0.67
BEL,1995.0,v2x_libdem,0.808
BEL,1996.0,v2x_libdem,0.81
BEL,1997.0,v2x_libdem,0.81
BEL,1998.0,v2x_libdem,0.808
BEL,1999.0,v2x_libdem,0.814
BEL,2000.0,v2x_libdem,0.819
BEL,2001.0,v2x_libdem,0.819
BEL,2002.0,v2x_libdem,0.819
BEL,2003.0,v2x_libdem,0.82
BEL,2004.0,v2x_libdem,0.801
BEL,2005.0,v2x_libdem,0.815
BEL,2006.0,v2x_libdem,0.82
BEL,2007.0,v2x_libdem,0.833
BEL,2008.0,v2x_libdem,0.844
BEL,2009.0,v2x_libdem,0.843
BEL,2010.0,v2x_libdem,0.839
BEL,2011.0,v2x_libdem,0.837
BEL,2012.0,v2x_libdem,0.837
BEL,2013.0,v2x_libdem,0.845
BEL,2014.0,v2x_libdem,0.843
BEL,2015.0,v2x_libdem,0.84
BEL,2016.0,v2x_libdem,0.838
BEL,2017.0,v2x_libdem,0.837
BEL,2018.0,v2x_libdem,0.837
BEL,2019.0,v2x_libdem,0.84
BEL,2020.0,v2x_libdem,0.828
BEL,2021.0,v2x_libdem,0.829
BEL,2022.0,v2x_libdem,0.837
BEL,2023.0,v2x_libdem,0.816
BEL,2024.0,v2x_libdem,0.805
BIH,1995.0,v2x_libdem,0.07
BIH,1996.0,v2x_libdem,0.144
BIH,1997.0,v2x_libdem,0.343
BIH,1998.0,v2x_libdem,0.359
BIH,1999.0,v2x_libdem,0.372
BIH,2000.0,v2x_libdem,0.403
BIH,2001.0,v2x_libdem,0.434
BIH,2002.0,v2x_libdem,0.424
BIH,2003.0,v2x_libdem,0.439
BIH,2004.0,v2x_libdem,0.424
BIH,2005.0,v2x_libdem,0.429
BIH,2006.0,v2x_libdem,0.415
BIH,2007.0,v2x_libdem,0.377
BIH,2008.0,v2x_libdem,0.375
BIH,2009.0,v2x_libdem,0.373
BIH,2010.0,v2x_libdem,0.378
BIH,2011.0,v2x_libdem,0.381
BIH,2012.0,v2x_libdem,0.38
BIH,2013.0,v2x_libdem,0.376
BIH,2014.0,v2x_libdem,0.375
BIH,2015.0,v2x_libdem,0.369
BIH,2016.0,v2x_libdem,0.364
BIH,2017.0,v2x_libdem,0.364
BIH,2018.0,v2x_libdem,0.347
BIH,2019.0,v2x_libdem,0.347
BIH,2020.0,v2x_libdem,0.34
BIH,2021.0,v2x_libdem,0.335
BIH,2022.0,v2x_libdem,0.344
BIH,2023.0,v2x_libdem,0.337
BIH,2024.0,v2x_libdem,0.342
BGR,1995.0,v2x_libdem,0.598
BGR,1996.0,v2x_libdem,0.606
BGR,1997.0,v2x_libdem,0.617
BGR,1998.0,v2x_libdem,0.611
BGR,1999.0,v2x_libdem,0.62
BGR,2000.0,v2x_libdem,0.623
BGR,2001.0,v2x_libdem,0.6
BGR,2002.0,v2x_libdem,0.619
BGR,2003.0,v2x_libdem,0.618
BGR,2004.0,v2x_libdem,0.619
BGR,2005.0,v2x_libdem,0.611
BGR,2006.0,v2x_libdem,0.616
BGR,2007.0,v2x_libdem,0.616
BGR,2008.0,v2x_libdem,0.618
BGR,2009.0,v2x_libdem,0.592
BGR,2010.0,v2x_libdem,0.571
BGR,2011.0,v2x_libdem,0.565
BGR,2012.0,v2x_libdem,0.562
BGR,2013.0,v2x_libdem,0.544
BGR,2014.0,v2x_libdem,0.565
BGR,2015.0,v2x_libdem,0.568
BGR,2016.0,v2x_libdem,0.562
BGR,2017.0,v2x_libdem,0.526
BGR,2018.0,v2x_libdem,0.514
BGR,2019.0,v2x_libdem,0.51
BGR,2020.0,v2x_libdem,0.498
BGR,2021.0,v2x_libdem,0.553
BGR,2022.0,v2x_libdem,0.614
BGR,2023.0,v2x_libdem,0.585
BGR,2024.0,v2x_libdem,0.508
COM,1995.0,v2x_libdem,0.206
COM,1996.0,v2x_libdem,0.148
COM,1997.0,v2x_libdem,0.219
COM,1998.0,v2x_libdem,0.222
COM,1999.0,v2x_libdem,0.143
COM,2000.0,v2x_libdem,0.105
COM,2001.0,v2x_libdem,0.098
COM,2002.0,v2x_libdem,0.142
COM,2003.0,v2x_libdem,0.167
COM,2004.0,v2x_libdem,0.233
COM,2005.0,v2x_libdem,0.264
COM,2006.0,v2x_libdem,0.257
COM,2007.0,v2x_libdem,0.258
COM,2008.0,v2x_libdem,0.257
COM,2009.0,v2x_libdem,0.254
COM,2010.0,v2x_libdem,0.256
COM,2011.0,v2x_libdem,0.273
COM,2012.0,v2x_libdem,0.273
COM,2013.0,v2x_libdem,0.296
COM,2014.0,v2x_libdem,0.297
COM,2015.0,v2x_libdem,0.252
COM,2016.0,v2x_libdem,0.253
COM,2017.0,v2x_libdem,0.194
COM,2018.0,v2x_libdem,0.171
COM,2019.0,v2x_libdem,0.12
COM,2020.0,v2x_libdem,0.112
COM,2021.0,v2x_libdem,0.11
COM,2022.0,v2x_libdem,0.111
COM,2023.0,v2x_libdem,0.103
COM,2024.0,v2x_libdem,0.107
HRV,1995.0,v2x_libdem,0.216
HRV,1996.0,v2x_libdem,0.241
HRV,1997.0,v2x_libdem,0.259
HRV,1998.0,v2x_libdem,0.261
HRV,1999.0,v2x_libdem,0.275
HRV,2000.0,v2x_libdem,0.623
HRV,2001.0,v2x_libdem,0.63
HRV,2002.0,v2x_libdem,0.627
HRV,2003.0,v2x_libdem,0.633
HRV,2004.0,v2x_libdem,0.604
HRV,2005.0,v2x_libdem,0.637
HRV,2006.0,v2x_libdem,0.634
HRV,2007.0,v2x_libdem,0.642
HRV,2008.0,v2x_libdem,0.641
HRV,2009.0,v2x_libdem,0.656
HRV,2010.0,v2x_libdem,0.734
HRV,2011.0,v2x_libdem,0.747
HRV,2012.0,v2x_libdem,0.747
HRV,2013.0,v2x_libdem,0.715
HRV,2014.0,v2x_libdem,0.709
HRV,2015.0,v2x_libdem,0.701
HRV,2016.0,v2x_libdem,0.653
HRV,2017.0,v2x_libdem,0.625
HRV,2018.0,v2x_libdem,0.617
HRV,2019.0,v2x_libdem,0.624
HRV,2020.0,v2x_libdem,0.66
HRV,2021.0,v2x_libdem,0.652
HRV,2022.0,v2x_libdem,0.651
HRV,2023.0,v2x_libdem,0.646
HRV,2024.0,v2x_libdem,0.619
CUB,1995.0,v2x_libdem,0.037
CUB,1996.0,v2x_libdem,0.038
CUB,1997.0,v2x_libdem,0.038
CUB,1998.0,v2x_libdem,0.039
CUB,1999.0,v2x_libdem,0.039
CUB,2000.0,v2x_libdem,0.039
CUB,2001.0,v2x_libdem,0.042
CUB,2002.0,v2x_libdem,0.042
CUB,2003.0,v2x_libdem,0.04
CUB,2004.0,v2x_libdem,0.04
CUB,2005.0,v2x_libdem,0.041
CUB,2006.0,v2x_libdem,0.041
CUB,2007.0,v2x_libdem,0.041
CUB,2008.0,v2x_libdem,0.039
CUB,2009.0,v2x_libdem,0.05
CUB,2010.0,v2x_libdem,0.05
CUB,2011.0,v2x_libdem,0.051
CUB,2012.0,v2x_libdem,0.051
CUB,2013.0,v2x_libdem,0.057
CUB,2014.0,v2x_libdem,0.057
CUB,2015.0,v2x_libdem,0.057
CUB,2016.0,v2x_libdem,0.056
CUB,2017.0,v2x_libdem,0.058
CUB,2018.0,v2x_libdem,0.06
CUB,2019.0,v2x_libdem,0.061
CUB,2020.0,v2x_libdem,0.06
CUB,2021.0,v2x_libdem,0.055
CUB,2022.0,v2x_libdem,0.056
CUB,2023.0,v2x_libdem,0.055
CUB,2024.0,v2x_libdem,0.055
CYP,1995.0,v2x_libdem,0.635
CYP,1996.0,v2x_libdem,0.636
CYP,1997.0,v2x_libdem,0.636
CYP,1998.0,v2x_libdem,0.632
CYP,1999.0,v2x_libdem,0.637
CYP,2000.0,v2x_libdem,0.669
CYP,2001.0,v2x_libdem,0.678
CYP,2002.0,v2x_libdem,0.68
CYP,2003.0,v2x_libdem,0.666
CYP,2004.0,v2x_libdem,0.703
CYP,2005.0,v2x_libdem,0.704
CYP,2006.0,v2x_libdem,0.714
CYP,2007.0,v2x_libdem,0.728
CYP,2008.0,v2x_libdem,0.726
CYP,2009.0,v2x_libdem,0.725
CYP,2010.0,v2x_libdem,0.736
CYP,2011.0,v2x_libdem,0.735
CYP,2012.0,v2x_libdem,0.733
CYP,2013.0,v2x_libdem,0.733
CYP,2014.0,v2x_libdem,0.732
CYP,2015.0,v2x_libdem,0.74
CYP,2016.0,v2x_libdem,0.739
CYP,2017.0,v2x_libdem,0.733
CYP,2018.0,v2x_libdem,0.723
CYP,2019.0,v2x_libdem,0.715
CYP,2020.0,v2x_libdem,0.693
CYP,2021.0,v2x_libdem,0.657
CYP,2022.0,v2x_libdem,0.651
CYP,2023.0,v2x_libdem,0.645
CYP,2024.0,v2x_libdem,0.651
CZE,1995.0,v2x_libdem,0.824
CZE,1996.0,v2x_libdem,0.824
CZE,1997.0,v2x_libdem,0.824
CZE,1998.0,v2x_libdem,0.814
CZE,1999.0,v2x_libdem,0.806
CZE,2000.0,v2x_libdem,0.804
CZE,2001.0,v2x_libdem,0.804
CZE,2002.0,v2x_libdem,0.813
CZE,2003.0,v2x_libdem,0.822
CZE,2004.0,v2x_libdem,0.822
CZE,2005.0,v2x_libdem,0.823
CZE,2006.0,v2x_libdem,0.828
CZE,2007.0,v2x_libdem,0.83
CZE,2008.0,v2x_libdem,0.83
CZE,2009.0,v2x_libdem,0.821
CZE,2010.0,v2x_libdem,0.81
CZE,2011.0,v2x_libdem,0.814
CZE,2012.0,v2x_libdem,0.819
CZE,2013.0,v2x_libdem,0.788
CZE,2014.0,v2x_libdem,0.776
CZE,2015.0,v2x_libdem,0.776
CZE,2016.0,v2x_libdem,0.773
CZE,2017.0,v2x_libdem,0.741
CZE,2018.0,v2x_libdem,0.717
CZE,2019.0,v2x_libdem,0.712
CZE,2020.0,v2x_libdem,0.719
CZE,2021.0,v2x_libdem,0.706
CZE,2022.0,v2x_libdem,0.789
CZE,2023.0,v2x_libdem,0.801
CZE,2024.0,v2x_libdem,0.817
DNK,1995.0,v2x_libdem,0.883
DNK,1996.0,v2x_libdem,0.883
DNK,1997.0,v2x_libdem,0.883
DNK,1998.0,v2x_libdem,0.881
DNK,1999.0,v2x_libdem,0.88
DNK,2000.0,v2x_libdem,0.88
DNK,2001.0,v2x_libdem,0.881
DNK,2002.0,v2x_libdem,0.883
DNK,2003.0,v2x_libdem,0.883
DNK,2004.0,v2x_libdem,0.883
DNK,2005.0,v2x_libdem,0.896
DNK,2006.0,v2x_libdem,0.897
DNK,2007.0,v2x_libdem,0.897
DNK,2008.0,v2x_libdem,0.897
DNK,2009.0,v2x_libdem,0.897
DNK,2010.0,v2x_libdem,0.897
DNK,2011.0,v2x_libdem,0.896
DNK,2012.0,v2x_libdem,0.897
DNK,2013.0,v2x_libdem,0.896
DNK,2014.0,v2x_libdem,0.896
DNK,2015.0,v2x_libdem,0.896
DNK,2016.0,v2x_libdem,0.894
DNK,2017.0,v2x_libdem,0.893
DNK,2018.0,v2x_libdem,0.893
DNK,2019.0,v2x_libdem,0.889
DNK,2020.0,v2x_libdem,0.886
DNK,2021.0,v2x_libdem,0.887
DNK,2022.0,v2x_libdem,0.89
DNK,2023.0,v2x_libdem,0.884
DNK,2024.0,v2x_libdem,0.883
GNQ,1995.0,v2x_libdem,0.054
GNQ,1996.0,v2x_libdem,0.054
GNQ,1997.0,v2x_libdem,0.052
GNQ,1998.0,v2x_libdem,0.052
GNQ,1999.0,v2x_libdem,0.053
GNQ,2000.0,v2x_libdem,0.054
GNQ,2001.0,v2x_libdem,0.054
GNQ,2002.0,v2x_libdem,0.054
GNQ,2003.0,v2x_libdem,0.054
GNQ,2004.0,v2x_libdem,0.054
GNQ,2005.0,v2x_libdem,0.054
GNQ,2006.0,v2x_libdem,0.054
GNQ,2007.0,v2x_libdem,0.054
GNQ,2008.0,v2x_libdem,0.053
GNQ,2009.0,v2x_libdem,0.053
GNQ,2010.0,v2x_libdem,0.05
GNQ,2011.0,v2x_libdem,0.05
GNQ,2012.0,v2x_libdem,0.05
GNQ,2013.0,v2x_libdem,0.052
GNQ,2014.0,v2x_libdem,0.053
GNQ,2015.0,v2x_libdem,0.051
GNQ,2016.0,v2x_libdem,0.052
GNQ,2017.0,v2x_libdem,0.05
GNQ,2018.0,v2x_libdem,0.052
GNQ,2019.0,v2x_libdem,0.052
GNQ,2020.0,v2x_libdem,0.051
GNQ,2021.0,v2x_libdem,0.05
GNQ,2022.0,v2x_libdem,0.048
GNQ,2023.0,v2x_libdem,0.053
GNQ,2024.0,v2x_libdem,0.049
EST,1995.0,v2x_libdem,0.802
EST,1996.0,v2x_libdem,0.803
EST,1997.0,v2x_libdem,0.805
EST,1998.0,v2x_libdem,0.805
EST,1999.0,v2x_libdem,0.806
EST,2000.0,v2x_libdem,0.806
EST,2001.0,v2x_libdem,0.806
EST,2002.0,v2x_libdem,0.807
EST,2003.0,v2x_libdem,0.811
EST,2004.0,v2x_libdem,0.813
EST,2005.0,v2x_libdem,0.813
EST,2006.0,v2x_libdem,0.813
EST,2007.0,v2x_libdem,0.813
EST,2008.0,v2x_libdem,0.813
EST,2009.0,v2x_libdem,0.814
EST,2010.0,v2x_libdem,0.832
EST,2011.0,v2x_libdem,0.831
EST,2012.0,v2x_libdem,0.83
EST,2013.0,v2x_libdem,0.836
EST,2014.0,v2x_libdem,0.839
EST,2015.0,v2x_libdem,0.847
EST,2016.0,v2x_libdem,0.862
EST,2017.0,v2x_libdem,0.861
EST,2018.0,v2x_libdem,0.862
EST,2019.0,v2x_libdem,0.849
EST,2020.0,v2x_libdem,0.843
EST,2021.0,v2x_libdem,0.855
EST,2022.0,v2x_libdem,0.854
EST,2023.0,v2x_libdem,0.849
EST,2024.0,v2x_libdem,0.85
FJI,1995.0,v2x_libdem,0.389
FJI,1996.0,v2x_libdem,0.389
FJI,1997.0,v2x_libdem,0.412
FJI,1998.0,v2x_libdem,0.412
FJI,1999.0,v2x_libdem,0.409
FJI,2000.0,v2x_libdem,0.208
FJI,2001.0,v2x_libdem,0.186
FJI,2002.0,v2x_libdem,0.254
FJI,2003.0,v2x_libdem,0.374
FJI,2004.0,v2x_libdem,0.374
FJI,2005.0,v2x_libdem,0.374
FJI,2006.0,v2x_libdem,0.266
FJI,2007.0,v2x_libdem,0.108
FJI,2008.0,v2x_libdem,0.107
FJI,2009.0,v2x_libdem,0.098
FJI,2010.0,v2x_libdem,0.107
FJI,2011.0,v2x_libdem,0.107
FJI,2012.0,v2x_libdem,0.107
FJI,2013.0,v2x_libdem,0.115
FJI,2014.0,v2x_libdem,0.145
FJI,2015.0,v2x_libdem,0.268
FJI,2016.0,v2x_libdem,0.278
FJI,2017.0,v2x_libdem,0.287
FJI,2018.0,v2x_libdem,0.285
FJI,2019.0,v2x_libdem,0.267
FJI,2020.0,v2x_libdem,0.273
FJI,2021.0,v2x_libdem,0.272
FJI,2022.0,v2x_libdem,0.266
FJI,2023.0,v2x_libdem,0.415
FJI,2024.0,v2x_libdem,0.414
FIN,1995.0,v2x_libdem,0.834
FIN,1996.0,v2x_libdem,0.835
FIN,1997.0,v2x_libdem,0.835
FIN,1998.0,v2x_libdem,0.835
FIN,1999.0,v2x_libdem,0.833
FIN,2000.0,v2x_libdem,0.832
FIN,2001.0,v2x_libdem,0.832
FIN,2002.0,v2x_libdem,0.832
FIN,2003.0,v2x_libdem,0.833
FIN,2004.0,v2x_libdem,0.834
FIN,2005.0,v2x_libdem,0.834
FIN,2006.0,v2x_libdem,0.837
FIN,2007.0,v2x_libdem,0.842
FIN,2008.0,v2x_libdem,0.843
FIN,2009.0,v2x_libdem,0.843
FIN,2010.0,v2x_libdem,0.843
FIN,2011.0,v2x_libdem,0.844
FIN,2012.0,v2x_libdem,0.844
FIN,2013.0,v2x_libdem,0.856
FIN,2014.0,v2x_libdem,0.856
FIN,2015.0,v2x_libdem,0.83
FIN,2016.0,v2x_libdem,0.829
FIN,2017.0,v2x_libdem,0.839
FIN,2018.0,v2x_libdem,0.846
FIN,2019.0,v2x_libdem,0.842
FIN,2020.0,v2x_libdem,0.842
FIN,2021.0,v2x_libdem,0.836
FIN,2022.0,v2x_libdem,0.833
FIN,2023.0,v2x_libdem,0.825
FIN,2024.0,v2x_libdem,0.802
GRC,1995.0,v2x_libdem,0.796
GRC,1996.0,v2x_libdem,0.8
GRC,1997.0,v2x_libdem,0.798
GRC,1998.0,v2x_libdem,0.798
GRC,1999.0,v2x_libdem,0.798
GRC,2000.0,v2x_libdem,0.799
GRC,2001.0,v2x_libdem,0.806
GRC,2002.0,v2x_libdem,0.806
GRC,2003.0,v2x_libdem,0.806
GRC,2004.0,v2x_libdem,0.806
GRC,2005.0,v2x_libdem,0.806
GRC,2006.0,v2x_libdem,0.803
GRC,2007.0,v2x_libdem,0.805
GRC,2008.0,v2x_libdem,0.813
GRC,2009.0,v2x_libdem,0.813
GRC,2010.0,v2x_libdem,0.814
GRC,2011.0,v2x_libdem,0.817
GRC,2012.0,v2x_libdem,0.808
GRC,2013.0,v2x_libdem,0.796
GRC,2014.0,v2x_libdem,0.8
GRC,2015.0,v2x_libdem,0.782
GRC,2016.0,v2x_libdem,0.777
GRC,2017.0,v2x_libdem,0.775
GRC,2018.0,v2x_libdem,0.77
GRC,2019.0,v2x_libdem,0.764
GRC,2020.0,v2x_libdem,0.67
GRC,2021.0,v2x_libdem,0.636
GRC,2022.0,v2x_libdem,0.61
GRC,2023.0,v2x_libdem,0.584
GRC,2024.0,v2x_libdem,0.576
GUY,1995.0,v2x_libdem,0.305
GUY,1996.0,v2x_libdem,0.305
GUY,1997.0,v2x_libdem,0.309
GUY,1998.0,v2x_libdem,0.345
GUY,1999.0,v2x_libdem,0.345
GUY,2000.0,v2x_libdem,0.34
GUY,2001.0,v2x_libdem,0.356
GUY,2002.0,v2x_libdem,0.362
GUY,2003.0,v2x_libdem,0.373
GUY,2004.0,v2x_libdem,0.372
GUY,2005.0,v2x_libdem,0.371
GUY,2006.0,v2x_libdem,0.371
GUY,2007.0,v2x_libdem,0.371
GUY,2008.0,v2x_libdem,0.369
GUY,2009.0,v2x_libdem,0.372
GUY,2010.0,v2x_libdem,0.371
GUY,2011.0,v2x_libdem,0.372
GUY,2012.0,v2x_libdem,0.373
GUY,2013.0,v2x_libdem,0.391
GUY,2014.0,v2x_libdem,0.39
GUY,2015.0,v2x_libdem,0.45
GUY,2016.0,v2x_libdem,0.458
GUY,2017.0,v2x_libdem,0.454
GUY,2018.0,v2x_libdem,0.457
GUY,2019.0,v2x_libdem,0.438
GUY,2020.0,v2x_libdem,0.393
GUY,2021.0,v2x_libdem,0.342
GUY,2022.0,v2x_libdem,0.341
GUY,2023.0,v2x_libdem,0.316
GUY,2024.0,v2x_libdem,0.315
HKG,1995.0,v2x_libdem,0.319
HKG,1996.0,v2x_libdem,0.319
HKG,1997.0,v2x_libdem,0.319
HKG,1998.0,v2x_libdem,0.322
HKG,1999.0,v2x_libdem,0.322
HKG,2000.0,v2x_libdem,0.322
HKG,2001.0,v2x_libdem,0.323
HKG,2002.0,v2x_libdem,0.323
HKG,2003.0,v2x_libdem,0.322
HKG,2004.0,v2x_libdem,0.321
HKG,2005.0,v2x_libdem,0.32
HKG,2006.0,v2x_libdem,0.32
HKG,2007.0,v2x_libdem,0.32
HKG,2008.0,v2x_libdem,0.321
HKG,2009.0,v2x_libdem,0.323
HKG,2010.0,v2x_libdem,0.321
