,Country Code,Country Name,Year,Access to electricity (% of population),Adjusted savings: gross savings (% of GNI),Agriculture,Capital depreciation rate,Clientelism index,"Death rates, crude per 1000 people",Domestic credit to private sector (% of GDP),Economic Complexity Index,"GDP per capita (constant prices, PPP)",Government revenue,"Gross fixed capital formation, all, Constant prices, Percent of GDP",Human capital index,Industry,"Inflation, consumer prices (annual %)",Landlocked,Lending interest rate (%),"Life expectancy at birth, total (years)",Manufacturing,Mineral rents (% of GDP),Mobile cellular subscriptions (per 100 people),Natural gas rents (% of GDP),Oil rents (% of GDP),Political corruption index,Political stability — estimate,"Primary net lending, General government, Percent of GDP",Property rights,Real interest rate (%),Rule of law index,Services,Share of consumption in GDP,Share of government spending in GDP,Share of investment in GDP,Total natural resources rents (% of GDP),Trade (% of GDP),Urban population (% of total population),"Use of IMF credit (DOD, current US$)",Total_Production,Total_Reserves,Total_Production_Value,Total_Reserves_Value,Hydrocarbons_Dominant,Subsoil_Metals_Dominant,Precious_Metals_Dominant,Population
172,AUT,Austria,2017,100.0,26.59197611,1.1999020310000006,0.041900516,0.097,9.5,84.73708659,1.687,54393.569,48.483,23.633619168106407,3.35898304,25.8023213,2.0812691139999995,1,3.678033333,81.64390244,17.44270516,0.0153952769999999,123.415,0.016428547,0.0301638329999995,0.05,1.03,0.723015757,0.947,1.898882811000001,0.966,61.85595366,0.516196728,0.183944523,0.316516697,0.1219570040000004,105.5560668,5973998.0,0.0,836814.8148148148,0.0,347278148.1481482,0.0,0,1,0,8797566.0
173,AUT,Austria,2018,100.0,27.0345032,1.1091141400000009,0.042459585,0.097,9.5,84.86296388,1.738,55274.189,48.928,23.948679195886257,3.369996786,25.71909264,1.998379814,1,3.678033333,81.69268293,17.3211161,0.0,124.23,0.019891769,0.042658846,0.055,0.885,1.512521586,0.947,1.898882811,0.951,62.24303237,0.499418974,0.177665964,0.33279109,0.1407550729999993,108.37797,6020808.0,0.0,816333.3333333334,0.0,336497742.90000004,0.0,0,1,0,8840521.0
174,AUT,Austria,2019,100.0,27.91980963,1.044634137000001,0.043054093,0.097,9.4,86.30279436,1.737,56239.228,49.242,24.55721314023093,3.381046295,25.5363771,1.530895641999999,1,3.651744040944594,81.89512195,17.10228587,0.0,120.776,0.0126697669999999,0.036825509,0.076,0.8920000000000001,1.711469199,0.863,2.0514785742497272,0.955,62.56140778,0.492908478,0.179344118,0.32089144,0.1100229129999998,108.2072849,6066549.0,0.0,538370.3703703703,0.0,251903426.30814812,0.0,0,1,0,8879920.0
175,AZE,Azerbaijan,1995,97.0,7.292647193,25.3444559,0.047958843,0.568,6.7,32.86885403,-0.147,3142.3250000000007,17.572,3.679154224,2.917089060144105,30.99634455,411.75964180000005,1,19.85,61.931,11.53341457,0.0,0.076052086,5.916701574000001,20.08720273,0.929,-0.829,-1.239797544,0.661,21.01798495,0.049,37.94170025,0.605134666,0.44818002,0.07373938,26.003904299999995,85.89371075,4020074.0,100873212.20000017,196300.53694744795,1157.0,25884907.614737414,22909.197374776355,0,1,0,7684850.0
176,AZE,Azerbaijan,1996,97.0,2.110499805,24.96157506,0.046764284,0.618,6.2,32.86885403,0.4079999999999999,3187.366,17.586,6.845366544000001,2.923175634316032,35.1496743,19.79480281,1,19.85,62.66,10.42962746,0.0,0.2138606350000031,4.430122862,21.60884033,0.929,-0.829,-1.928694032,0.661,21.01798495,0.049,30.84974017,0.642431736,0.425622553,0.150155902,26.03896319,80.84974017,4046200.0,174970976.30000007,183495.99896220228,1157.0,4135003.056125608,26097.95998006306,1,0,0,7763000.0
177,AZE,Azerbaijan,1997,97.0,13.85293858,20.12791692,0.045642368,0.618,6.0,32.86885403,0.226,3437.780999999999,17.587,8.699699376,2.9636418274991447,36.99141943,3.674348097000001,1,19.85,62.953,8.393756135,0.0,0.4999961250000027,3.410740278,15.02240926,0.929,-0.7655,-0.826906354,0.661,21.01798495,0.049,35.81673685,0.66655916,0.349434078,0.196250483,18.43314954,82.07896653,4070174.0,266787194.4,187303.33228652604,1812.6890235818948,11947951.41991466,24855.88056412846,0,1,0,7838250.0
178,AZE,Azerbaijan,1998,97.0,6.596409431000001,18.14799744,0.045908373,0.619,5.9,32.86885403,0.249,3608.7180000000008,20.353,9.730838697,2.7995137053056154,34.95611231,-0.772697886,1,19.85,63.75,8.324129512,0.001575562,0.8083475190000016,0.372016699,4.884018898,0.953,-0.702,1.732450007,0.661,21.01798495,0.0449999999999999,43.34127768,0.693871915,0.289047003,0.226433948,5.261245716,77.2278091,4072600.0,321227971.7,234265.22577497072,1812.6890235818948,7809670.036,16078.58554,0,1,0,7913000.0
179,AZE,Azerbaijan,1999,97.0,13.90594228,18.3995126,0.046879679,0.624,5.8,32.86885403,-0.235,3981.195,18.472,8.879454227,2.59617466,39.1035999,-8.525170005,1,19.48333333,64.733,6.042224047,0.0,4.567083670000002,0.378262975,17.00999803,0.953,-0.766,-0.63316351,0.661,16.95460899,0.0449999999999999,39.0453233,0.694961727,0.233260483,0.200019494,17.39193913,69.82596488,4071063.0,618051142.8,280193.3870810466,2168.1997090239565,6621402.830833876,22466.363916125647,1,0,0,7982750.0
180,AZE,Azerbaijan,2000,98.9,20.39714744,16.08486467,0.049361352,0.637,5.8,32.86885403,-0.175,4187.305,18.384,8.200498934,2.169793359928376,42.53830991,1.8050030370000003,1,19.65583333,65.377,5.292384646,0.0,5.14264,2.114380798,32.94574763,0.958,-0.83,0.53896413,0.661,6.367573025,0.043,35.78559166,0.655009627,0.188381538,0.178771958,35.07719009000001,78.54856828,4115417.0,535896290.0,281372.48033273936,2168.1997090239565,7309538.850582065,34422.014532879904,1,0,0,8048600.0
181,AZE,Azerbaijan,2001,98.6,24.27877521,14.83745955,0.053774916,0.645,5.6,32.86885403,-0.658,4414.089,38.549,9.315719074,2.325231994836977,43.46263827,1.5471959020000003,1,19.70583333,66.043,6.187448265,0.0,8.846589999999999,4.20455863,23.7019954,0.958,-1.0075,22.02442387,0.661,16.76907905,0.043,34.47964482,0.633456171,0.161704078,0.189252853,27.90917879,78.81518549,4149567.0,488207206.5,300394.1941060534,2168.1997090239565,6515311.937088321,28787.636476787087,1,0,0,8111200.0
182,AZE,Azerbaijan,2002,100.0,23.441003,13.95463918,0.057902832,0.645,5.7,32.86885403,-0.4,4785.262999999999,42.532,11.13569876,2.505053378213646,46.1542268,2.77116472,1,17.37083333,66.769,7.430927835,0.000284928,9.53864,2.616824506,23.25371948,0.958,-1.185,19.67237076,0.661,12.62440588,0.043,32.45525773,0.62567538,0.157040909,0.27448231,25.88033959,92.81814433,4185217.0,487639730.2,307266.2579370557,7990.199709023956,6581239.648437803,151104.25128742275,1,0,0,8171950.0
183,AZE,Azerbaijan,2003,98.8,26.96447416,12.42566291,0.063114822,0.633,6.0,32.86885403,-0.563,5224.138999999999,23.267,13.48192317,2.058881801126943,48.53984468,2.233864930000001,1,15.45666667,67.036,8.636395438,9.800492137068684e-05,12.5837,2.436110486,23.65101381,0.958,-0.948,1.832941689,0.661,7.942300437,0.043,31.92471839,0.629781544,0.167938039,0.392917663,26.08856805,107.5519485,4259154.0,487459411.6,326667.1141913084,7990.199709023956,31921901.36875236,168881.94358908111,0,1,0,8234100.0
184,AZE,Azerbaijan,2004,99.0,29.27463712,10.98801904,0.068595245,0.674,6.0,32.86885403,-0.419,5652.950000000001,25.997,13.07163696,2.097942523156404,50.76903238,6.708930428,1,15.72,67.488,8.283510351,0.000682309,17.156,1.908094028,26.83438882,0.958,-1.06,1.990408099,0.661,5.920291581,0.043,31.79878549,0.647594094,0.153438002,0.411893457,28.74443727,121.5071159,4342904.0,446885181.2,338354.5061687095,7990.199709023956,56365254.850931406,210965.9096111654,0,1,0,8306500.0
185,AZE,Azerbaijan,2005,99.1,44.8157744,9.147534438,0.073094435,0.815,6.2,32.86885403,-0.442,7062.1810000000005,25.239,11.12073935,2.234803777641719,58.78778199,9.679507319,1,17.02833333,67.71,6.48752246,0.001147864,26.0781,1.142638406,37.4466296,0.958,-1.125,2.908005455,0.661,2.009036409,0.043,25.08524656,0.499047548,0.104497038,0.282199204,38.59125062,115.8418846,4405961.000000004,383127572.2,476882.1089818821,7990.199709023956,70723208.61,283429.7027,0,1,0,8391850.0
186,AZE,Azerbaijan,2006,99.5,51.21562262,7.091037117,0.076311663,0.821,6.2,32.86885403,-0.648,9378.891,25.962,10.245476595311295,2.226651046888603,64.95823153,8.328924829,1,17.86333333,68.489,5.772903308,0.001211635,38.1512,1.887092589,39.58130738,0.958,-1.093,0.849751706,0.661,5.869211034,0.043,23.50983133,0.42348668,0.089454576,0.206843942,41.47026031,105.2623998,4467456.000000004,365276173.0,678256.4454902313,7990.199709023956,97778195.62698027,318679.13640496647,0,1,0,8484550.0
187,AZE,Azerbaijan,2007,99.5,53.12922471,6.540082157,0.077646203,0.821,6.3,32.86885403,-0.602,11570.746,28.405,8.615980689,2.182111152098987,66.16032863,16.69975496,1,19.13083333,68.659,4.984044710000001,0.003233602,51.1876,2.270272771,36.86835137,0.957,-0.626,2.545233962,0.661,-1.203864456,0.0449999999999999,21.755963399999995,0.382384777,0.079367913,0.150085643,39.14235964,96.64180815,4533343.0,345670553.7,896869.2984343212,7997.965943240619,123510024.11798958,333383.2659212844,0,1,0,8581300.0
188,AZE,Azerbaijan,2008,99.7,55.66331056999999,5.570891841,0.076823093,0.824,6.0,32.86885403,-0.852,12651.511,48.633,9.403522181,2.274648798,65.51852147,20.84908718,1,19.7625,69.355,4.705609759,0.004838265,73.2222,3.534686385,39.50077303,0.956,-0.33,17.34224595,0.661,-6.414370285,0.0459999999999999,23.65885014,0.434978127,0.090637721,0.153779104,43.04068225,89.24289686,4650150.0,315789574.8000001,958373.3753154,8055.436364348843,176328589.72953618,416280.22406236496,0,1,0,8763400.0
189,AZE,Azerbaijan,2009,99.9,43.58498803,6.121933065,0.074619859,0.838,5.9,32.86885403,-1.141,13601.497,40.363,8.116466952,2.320263096,56.26195525,1.45704836,1,20.02916667,69.874,5.525890763,0.012877153,85.7487,2.947208962,26.678830090000005,0.956,-0.278,6.036131931,0.661,48.00003017,0.0459999999999999,31.3211522,0.49596408,0.112474993,0.12728098,29.63929639,74.74404168,4754190.0,302558244.1,1026654.449,8017.381672734731,58853374.13044608,257467.40513375032,1,0,0,8947243.0
190,AZE,Azerbaijan,2010,99.9,47.57936321,5.544566113,0.072544843,0.842,5.9,32.86885403,-1.239,14162.525,45.789,8.326507935,2.2956689524454394,59.99481926,5.726872247,1,20.7,70.309,4.808194984,0.094985555,99.489,2.273750012,25.515447640000005,0.951,-0.239,13.835671700000002,0.661,6.037490194,0.0449999999999999,28.21617803,0.471123785,0.138675317,0.106183864,27.88449741,74.98598846,4824586.0,282350979.1,1026094.4259998124,8020.923050103245,110202782.10812528,318539.9319595529,0,0,1,9054332.0
191,AZE,Azerbaijan,2011,99.9,50.22998977,5.076225951,0.071446404,0.858,5.9,32.86885403,-0.876,13999.772,44.594,11.47102329,2.2891223059531525,61.73399639,7.858333333,1,18.98833333,70.565,3.988326101,0.116719549,109.334,2.963655657,29.797955,0.951,-0.532,10.93459537,0.661,-4.50907142,0.0449999999999999,27.71283745,0.427962065,0.165577844,0.1039299889999999,32.87864786,80.50804501,4908383.0,264679350.5,928491.0090801826,8020.923050103245,139972977.9479711,422821.5284522391,0,0,0,9173082.0
192,AZE,Azerbaijan,2012,100.0,46.92683649999999,5.139769508,0.070491768,0.858,5.9,32.86885403,-0.683,14116.062,40.342,12.78389643,2.4342257189615912,59.51735085,1.0662133970000005,1,18.34583333,71.08,4.23610388,0.087836131,107.989,3.106077003,25.81778192,0.948,-0.716,3.812896954,0.661,15.07205334,0.0459999999999999,29.5223012,0.459916323,0.160021782,0.116128713,29.01196975,78.26306954,5001842.0,251858474.3,929307.5845713991,8020.923050103245,200227013.4509349,409570.22399107215,0,0,0,9295784.0
193,AZE,Azerbaijan,2013,100.0,44.99743273,5.366264479999999,0.068947382,0.854,5.8,32.86885403,-1.112,14747.223,39.423,14.66283209,2.6796832292719706,57.05441544999999,2.415717453000001,1,18.21,71.485,4.215736825999999,0.0579827509999999,106.583,2.880929828,22.58378322,0.947,-0.413,1.748925238,0.651,17.72360852,0.031,31.49255784,0.477009654,0.173632711,0.154853046,25.53238833,74.67584476,5102221.0,242453187.9,932597.9618486786,7000.945809,179964387.71612313,385154.7375328959,0,0,0,9416801.0
194,AZE,Azerbaijan,2014,100.0,41.94917312,5.319406718,0.066963457,0.885,5.8,32.86885403,-1.155,14962.347,39.117,15.44770199,3.234669055,53.58685467,1.3734418149999996,1,17.8575,71.93,4.707010696999999,0.050603108,109.567,2.210917967,20.24630631,0.947,-0.56,2.891434256,0.651,19.44638079,0.031,34.18691465,0.505484521,0.192026243,0.149039611,22.518123,69.4832252,5209197.0,224366292.7,902932.5044058176,8339.218437606967,178674530.70497942,349639.32850494114,0,0,0,9535079.0
195,AZE,Azerbaijan,2015,100.0,29.05081937,6.177638838,0.064979561,0.885,5.7,32.86885403,-0.967,14941.15,33.866,14.0337687,3.4295405793374085,44.89132034,4.027685737,1,17.53416667,72.349,4.990805443000001,0.073185134,109.682,2.28675309,12.06957514,0.947,-0.734,-4.462134171,0.651,28.88877199,0.032,40.65042295,0.602532983,0.21524474,0.158441782,14.44399979,72.60150791,5322292.0,212814959.19999996,896247.5777773624,8318.744791294286,154156544.59588373,181360.5788697087,0,0,0,9649341.0
196,AZE,Azerbaijan,2016,100.0,24.04511679,5.605111775,0.06318412,0.896,5.8,32.86885403,-0.946,14315.678,34.255,12.52283879,2.273204828568246,47.55780701,12.44337486,1,16.37522672,72.568,4.930062292000001,0.1095573779999999,103.248,1.876209375,12.78256545,0.942,-0.809,-0.74278239,0.612,1.523958008,0.031,39.3226667,0.621883333,0.250195175,0.13532491,14.78540234,90.07731873,5440710.0,206457094.3,867050.8612667209,8318.744791294286,121600990.37832648,148470.16820635446,0,0,0,9757812.0
197,AZE,Azerbaijan,2017,100.0,30.16622178,5.607369011,0.061478388,0.902,5.8,22.09960381,-1.119,14184.792,34.229,12.54109429,2.675058271956209,49.7017251,12.93591842,1,16.5425,72.694,4.699464583999999,0.309498967,101.59,2.222366967,17.12356786,0.944,-0.752,-0.909371662,0.635,0.2721378129999996,0.038,38.12317132,0.617007315,0.24029395,0.133578986,19.67465012,90.40231568,5560945.0,218712839.0,810902.6426394694,8318.744791294286,167303846.16864756,178666.9006971878,0,0,1,9854033.0
198,AZE,Azerbaijan,2018,100.0,33.76903332,5.212380761999999,0.060749531,0.865,5.8,20.76648582,-1.236,14265.254,38.612,12.20746914,2.885476122246614,52.25091145,2.268546903999999,1,17.44833333,73.016,4.620186785,0.1527761949999999,102.987,3.27586234,24.17241001,0.939,-0.711,6.106101921999999,0.649,4.69218428,0.029,35.28317435,0.611694574,0.160487086,0.130242839,27.62093201,91.67257654,5683974.0,213592206.0,831208.9841,9094.893158488583,200576320.58530912,231133.93828821005,0,0,0,9939771.0
199,AZE,Azerbaijan,2019,100.0,29.71831879,5.69538025,0.061025657,0.873,5.6,23.00186901,-0.827,14541.29,41.475,12.42379993,3.351673290070797,48.82326653,2.6105718279999994,1,17.28121517,73.29,5.003528857000001,0.17409348,106.328,2.783335214,20.4577105,0.9240000000000002,-0.693,9.647879535,0.64,17.54174974,0.039,36.97253352,0.607865095,0.176496595,0.136828944,23.43490541,85.81814541,5827198.0,212368821.70000005,798591.9041894283,9503.652799169286,190129146.6174822,202130.21798728005,0,0,1,10024283.0
200,BFA,Burkina Faso,1995,6.625332831999998,5.915337764,33.21721709,0.035125419,0.71,16.594,6.785180138000001,-0.82,1049.1100000000006,16.79,9.954690727,1.049339056,19.94488937,7.458844978,1,8.868333333,49.554,14.12076303,0.079992468,-7.11e-15,0.0,0.0,0.545,-0.301,-1.416129199,0.781,4.944070101,0.47,39.53282371,0.780606508,0.123116605,0.150881052,13.84372632,40.74747142,1547056.0,75097475.39999998,1.361,0.0,18101300.0,0.0,0,0,1,10386722.0
201,BFA,Burkina Faso,1996,7.122936249000006,5.915337764,36.37917327,0.036628038,0.71,16.436,6.912335601000002,-0.886,1135.286,18.086,9.748103833,1.053331017,18.49221774,6.097804391000001,1,8.868333333,49.693,13.36918434,0.1245311709999998,0.00494294,0.0,0.0,0.545,-0.301,-0.89352937,0.781,4.944070101,0.47,37.47487217,0.837297797,0.111938119,0.149778113,12.82650508,38.18029777,1632399.0,81270624.89999998,0.897,0.0,11661000.0,0.0,0,0,1,10655942.0
202,BFA,Burkina Faso,1997,7.617139816000005,5.915337764,33.7387787,0.039191626,0.709,16.43,11.55207851,-0.463,1176.414000000001,17.383,10.52667795,1.057338238,19.68278497,2.318690622,1,8.868333333,49.56,14.35668427,0.097216175,0.013792340000009,0.0,0.0,0.545,-0.2065,-1.913290093,0.781,4.944070101,0.47,38.3333247,0.779390454,0.10809733,0.160926402,12.75842185,37.41641878,1729152.0,92442511.70000003,1.089,0.0,11870100.0,0.0,0,0,1,10934223.0
203,BFA,Burkina Faso,1998,8.107264518999997,5.915337764,36.56355608,0.042408627,0.707,15.933999999999996,11.019296830000002,-0.59,1228.1539999999986,17.143,9.918090421000002,1.061360598,17.85593746,5.084333441,1,8.868333333,50.163,13.80052706,0.067740614,0.0243726870000031,0.0,0.0,0.545,-0.112,-1.915136485,0.781,4.944070101,0.47,37.98751931,0.818609178,0.110340126,0.144943997,11.68355516,40.93978358,1848313.0,112115799.39999998,1.091,0.0,10353590.0,0.0,0,0,1,11240664.0
204,BFA,Burkina Faso,1999,6.900000000000006,5.915337764,27.25228666,0.043861646,0.696,15.636,8.992765855000002,-0.44,1280.215,18.107,8.943495909000001,1.065398335,22.46463776,-1.072613628,1,8.868333333,50.463,16.18659107,0.031911966,0.0436639039999988,0.0,0.0,0.545,-0.026,-2.632025541,0.781,4.944070101,0.548,43.95128396,0.895678163,0.088671625,0.120098308,4.632223202,35.25481578,1988968.0,133598747.10000002,0.886,0.0,7805660.0,0.0,0,0,1,11574928.0
205,BFA,Burkina Faso,2000,9.099999999999994,5.915337764,24.91403646,0.04375447,0.723,15.332,10.336397050000002,-0.228,1266.045000000002,16.799,8.550100999972383,1.069451332,21.87075455,-0.304212168,1,8.868333333,50.808,15.35693878,0.038153991,0.2116880000000023,0.0,0.0,0.522,0.06,-2.239515968,0.781,4.944070101,0.569,47.74313235,0.865038574,0.101910099,0.105084158,5.334608665,35.12294197,2146640.0,124397938.10000002,0.625,0.0,5331250.0,0.0,0,0,1,11925546.0
206,BFA,Burkina Faso,2001,9.5,5.915337764,26.92043043,0.043665141,0.723,14.998,9.708668107999998,-0.362,1309.3489999999983,16.102,7.774617700102667,1.078746438,20.63892465,5.007432908000001,1,8.868333333,51.188,14.94120267,0.013239834,0.61965,0.0,0.0,0.522,-0.1235,-2.80978878,0.781,4.944070101,0.569,46.39321659,0.841603756,0.113324456,0.109181114,4.767832967,31.65817081,2318732.0,128327213.79999983,0.229,0.0,1845740.0,0.0,0,0,1,12295001.0
207,BFA,Burkina Faso,2002,9.900000000000006,5.915337764,26.37244848,0.043317657,0.728,14.727,8.858713850999997,-0.786,1324.9710000000014,15.034,7.697885329127491,1.0881223680000005,20.63381451,2.175694807000001,1,8.868333333,51.447,14.85118409,0.0279486869999999,0.8754350000000031,0.0,0.0,0.522,-0.307,-3.765498637,0.781,4.944070101,0.569,46.59963429,0.843990743,0.117065176,0.10759268,5.728161544999999,31.31252285,2501314.0,139286902.60000002,0.209,0.0,1893540.0,0.0,0,0,1,12680897.0
208,BFA,Burkina Faso,2003,11.400000000000006,5.915337764,25.96097682,0.042779323,0.731,14.335,11.35347814,-1.155,1384.6899999999987,15.809,7.973693676,1.097579598,22.62507399,2.034565741,1,8.868333333,51.959,15.5877483,0.011108588,1.8199400000000023,0.0,0.0,0.532,0.067,-1.179343966,0.781,4.944070101,0.564,44.91447627,0.840861917,0.115945913,0.121302262,6.323634577,30.36823641,2690204.0,138635057.10000002,0.78,0.0,8112000.0,0.0,0,0,1,13082532.0
209,BFA,Burkina Faso,2004,10.700000000000005,5.915337764,23.38143845,0.042448506,0.731,13.861,12.953429460000002,-1.196,1402.0090000000018,16.063,8.666692817000001,1.107119203,22.65917572,-0.400228702,1,8.868333333,52.6,15.14056675,0.026028643,2.932769999999998,0.0,0.0,0.532,-0.081,-3.528734276,0.781,4.944070101,0.564,46.4776364,0.846015811,0.123008631,0.120151415,5.437260057,35.4809436,2880908.0,129295847.60000002,1.008,0.0,11491200.0,0.0,0,0,1,13500533.0
210,BFA,Burkina Faso,2005,11.099999999999994,5.915337764,26.77091903,0.042406961,0.731,13.392,13.29620371,-1.119,1476.2239999999983,15.327,8.831280104000001,1.116741657,20.16583243,6.415040184,1,8.868333333,53.271,13.34076102,0.044342603,4.547429999999999,0.0,0.0,0.532,-0.063,-4.329063756,0.781,4.944070101,0.564,44.54948913,0.824992895,0.129646897,0.137254879,6.373526503,34.17216977,3067572.0,116984320.20000003,1.397,0.0,16624300.0,0.0,0,0,1,13932123.0
211,BFA,Burkina Faso,2006,11.599999999999994,6.331826595999999,25.228976159999995,0.042843737,0.733,13.049,14.67788443,-1.171,1520.3139999999985,36.224,9.013807387,1.126447678,20.50385279,2.333108564,1,4.736666667,53.784,14.04397353,0.131141061,7.072669999999995,0.0,0.0,0.532,0.1559999999999999,14.85285004,0.781,5.435521584,0.563,47.13852823,0.798936069,0.141768098,0.125249073,6.433447653,35.10654236,3241678.0,49087067.60000002,1.571,0.0,24821800.0,0.0,0,0,1,14373707.0
212,BFA,Burkina Faso,2007,12.0,10.1989498,21.83948741,0.04337801,0.731,12.653,12.784558179999998,-0.711,1535.5370000000005,17.824,9.855392875,1.136238217,22.5483344,-0.230627306,1,4.751666667,54.377,14.33772427,0.00062931,12.540500000000002,0.0,0.0,0.532,0.307,-4.657250495,0.781,2.204376718,0.563,48.17893413,0.786929548,0.149914086,0.138535202,7.812924134,33.77971729,3403924.0,52352102.29999995,2.35,0.0,39858900.0,0.0,0,0,1,14816307.0
213,BFA,Burkina Faso,2008,12.5,9.641956286,27.31428025,0.043587398,0.73,12.122,15.090956900000002,-0.988,1577.4739999999983,14.963,9.66718662,1.146113753,20.5479237,10.6597979,1,4.984166667,55.199,13.01313874,0.471558295,19.82,0.0,0.0,0.532,0.119,-3.3261935,0.781,-3.82524863,0.563,45.0673521,0.805525601,0.141867802,0.164964795,8.596970708,35.38531698,3564805.0,68799240.10000014,6.833,0.0,128794900.0,0.0,0,0,1,15258093.0
214,BFA,Burkina Faso,2009,12.599999999999994,11.63669721,23.20484713,0.044149671,0.73,11.71,16.0831018,-1.027,1577.2769999999982,17.359,11.06509506,1.15607512,22.95588049,2.608176664,1,4.977500000000001,55.791,13.54798244,1.457955035,24.3387,0.0,0.0,0.532,0.034,-3.780860001,0.781,2.511578975,0.563,45.88973089,0.787398756,0.15089345,0.169295847,9.578453279,40.29598367,3730392.0,200602284.9,13.94,0.0,289578200.0,0.0,0,0,1,15710066.0
215,BFA,Burkina Faso,2010,13.099999999999994,16.32654974,24.14338662,0.045537874,0.714,11.334,15.634526299999996,-0.667,1660.9540000000015,17.597,12.00157957,1.166123033,26.05555203,-0.764230735,1,5.113333333,56.343,12.13998855,4.22402378,35.284800000000004,0.0,0.0,0.524,-0.118,-3.631445232,0.781,1.285141169,0.561,42.12072485,0.74331224,0.14515318,0.184885472,11.08609214,49.07323854,3900977.0,217415936.0,27.028,0.0,695759500.0,0.0,0,0,1,16176498.0
216,BFA,Burkina Faso,2011,14.799999999999995,18.2315617,23.04365045,0.047103621,0.724,10.905,15.370342139999998,-1.005,1719.1320000000014,18.397,13.03191474,1.178895473,28.37227091,2.759767249,1,5.255916666999999,57.001,11.61215726,7.061493157,46.1058,0.0,0.0,0.529,-0.555,-1.542449256,0.781,-1.388528991,0.554,40.56260688,0.736276329,0.149329111,0.195285082,13.63619334,57.4972531,4076885.0,232851989.0,37.189,0.0,1182212400.0,0.0,0,0,1,16661908.0
217,BFA,Burkina Faso,2012,15.1,18.53175071,23.75600502,0.048572365,0.716,10.584,16.642459169999995,-0.933,1775.41,19.905,13.97676313,1.191807866,26.86751038,3.818152403000001,1,5.039166667,57.457,10.34232902,5.102308672,58.0942,0.0,0.0,0.531,-0.573,-2.111391757,0.781,-0.741639727,0.553,40.31882105,0.74134028,0.131578401,0.204080328,12.40160284,61.23860798,4258759.999999996,301227736.2,34.376999999999995,0.0,1144496400.0,0.0,0,0,1,17172287.0
218,BFA,Burkina Faso,2013,15.4,14.79043124,23.64109279,0.049946513,0.72,10.277,20.82103798,-0.994,1822.588,21.713,14.30417756,1.20486176,24.09575158,0.5337385070000007,1,5.2875,57.903,10.16977155,3.618895993,63.5243,0.0,0.0,0.479,-0.763,-3.025398895,0.781,7.5780202,0.624,41.55892704,0.759021699,0.134250864,0.184674218,10.75234065,64.0358513,4442630.0,303917956.6,34435.494,0.0,1111196260.0,0.0,0,0,1,17695409.0
219,BFA,Burkina Faso,2014,19.200000000000003,13.99704228,23.69377277,0.05102789,0.72,9.966,23.40560816,-0.966,1845.625,19.19,11.94092469,1.218058467,24.92953925,-0.258089518,1,5.338333333,58.331,10.99604254,2.7813220969999994,68.5396,0.0,0.0,0.437,-0.787,-1.098121523,0.781,5.995918151,0.679,42.49592913,0.765726686,0.142767712,0.151186332,10.31090556,58.82356249,4626895.0,282947275.1,65017.72,0.0,1128787080.0,0.0,0,0,1,18229461.0
220,BFA,Burkina Faso,2015,16.200000000000003,12.42540398,22.64649849,0.052055437,0.701,9.658,25.03777056,-1.189,1861.826000000001,18.269,13.34130466,1.231399775,24.36137578,0.7248389809999995,1,5.154166667,58.778,11.66029645,2.436194534,76.9373,0.0,0.0,0.397,-0.609,-1.464267284,0.773,7.545939073,0.706,44.05782674,0.776174188,0.140346125,0.145298272,11.63285023,59.08918131,4811061.0,282957869.6,68846.04,0.0,1040757800.0,0.0,0,0,1,18777487.0
221,BFA,Burkina Faso,2016,16.6,14.07781512,21.71471783,0.053222094,0.602,9.366,25.809945599999995,-1.26,1915.6980000000003,18.55,14.27008673,1.244887233,24.88151737,0.441041448,1,5.295,59.173,11.12043816,3.654471262,79.6698,0.0,0.0,0.398,-0.869,-2.223117005,0.693,2.622405522,0.71,43.80582668,0.759945869,0.145447344,0.152130991,12.61551724,57.8931728,4992552.0,286054977.7,81466.32,0.0,1177526640.0,0.0,0,0,1,19334856.0
222,BFA,Burkina Faso,2017,17.0,15.34636509,20.58558722,0.054594915,0.602,9.077,27.42160189,-1.264,1977.0620000000015,19.343,14.923323065999998,1.258522511,25.14023722,1.4829989720000007,1,6.511666667,59.578,10.25938621,4.180310484,90.2081,0.0,0.0,0.391,-0.928,-6.069612885,0.781,5.024211614,0.714,43.96798359,0.738845885,0.160355881,0.167011693,12.30990896,59.2687802,5167968.0,284059238.3,92784.436,0.0,1445498240.0,0.0,0,0,1,19894407.0
223,BFA,Burkina Faso,2018,14.4,17.66623755,20.99747328,0.056078326,0.612,8.778,27.14971371,-1.014,2050.084999999999,19.757,17.10149372,1.272307038,25.58944338,1.955943027,1,6.763333333,59.972,10.52520365,3.652481458,94.622,0.0,0.0,0.402,-1.06,-3.333855205,0.727,5.628913773,0.728,43.55081264,0.712088048,0.163765192,0.165798008,8.876195944,60.59562562,5330964.0,268945710.3999999,99222.898,0.0,1604728240.0,0.0,0,0,1,20438288.0
